,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
2106,12546,"Wedekind, Frank_Die Hunde_1891","Wedekind, Frank",Die Hunde,1891,"Es waren einmal zwei Hunde, Wie war das Herz ihnen schwer! Sie liefen wohl eine Stunde Hintereinander her.Sie hofften, in liebendem Bunde Werd ihnen leicht und frei, Und waren doch nur zwei Hunde, Und keine Hündin dabei.Das ist die soziale Misere, Die Sphinx in der Hundewelt, Daß man vom Hundeverkehre Die Hündinnen ferne hält.Die Hündinnen werden ja häufig Gleich nach der Geburt ersäuft, Und wird eine Hündin läufig, Verhindert man, daß sie läuft.Man läßt sie aus ihrem Kerker Tag und Nacht nicht heraus; Knurrend liegt Zu Füßen der Tochter vom Haus.Und zittert wohl mit den Knien, Zuckt mit den Lippen bisweilen, Und beide denken an ihn.Wallt man im Familienvereine Sonntags vors Tor hinaus, Bella geht an der Leine Zugleich mit der Tochter vom Haus.Hier rücken heran die Studenten, Dort naht sich Nero galant; Wie wird von beiden Enden Die arme Leine gespannt!In einem Rudel Hunde Kam schließlich man überein, Es möge nun in der Runde Jeder mal Hündin sein.Das Auge, angstvoll, trübe, Schweift ferne zum Horizont, Als spräch's: Und das hat der Liebe Himmlische Macht gekonnt.Der kleine Fritz ging vorüber Und sagte: »Lieber Papa, Sage mir doch, du Lieber, Was machen die Hunde da?«Papa entgegnet: »Das nennt man, Darf dir nicht sagen wie; An diesen Greueln erkennt man Das lausige Hundevieh.«",249,Naturalismus,Naturalismus
2223,36636,"Holz, Arno_Unser Wortschatz_1896","Holz, Arno",Unser Wortschatz,1896,"Die Philologen, die sich stritten, Rechneten Wort für Wort zurück Und sahn: der Schatz des grossen Britten, Umfasste fünfzehntausend Stück!Doch heut im neunzehnten Jahrhundert Die Dinger wie der Wind verwehn: Ein Droschkenkutscher braucht fünfhundert, Ein lyrischer Dichter nur circa zehn!",49,Jahrhundertwende,Naturalismus
2618,28761,"Hartleben, Otto Erich_UNTITLED_1886","Hartleben, Otto Erich",UNTITLED,1886,"O jene Tage sind so fern, da einst Genuss des Menschen Loos. Die Zeit ist hell vom Morgenstern, doch sonnenlos.In dieser Nacht, im Sternenschein schläft rings das Volk auf feuchter Streu, stets von der Träume bunten Reihn genarrt aufs neu.Kein Zagen tritt an sie heran, was ihnen träumt, scheint ihnen wahr: vergessen dieser Schatten Bann, fern die Gefahr.Doch die vom Fels im Sternenstrahl gen Osten wenden ihr Gesicht, sie fühlen dieses Dunkels Qual, sie träumen nicht.Die grossen Augen, hoffnungskühn, erflehn die Stunde, da es tagt – die grossen Augen bangend glühn durch tiefe Nacht.Und ihre Schwerter, blank und klar, funkeln im Sternenlicht – sie kennen dieser Nacht Gefahr, sie träumen nicht!Erwacht vom Traume bin auch ich und schäme mich der langen Ruh: ob manches schöne Bild entwich – noch leuchtest du,du Hoffnung einer lichtren Welt, du Sternbild, das im Osten flammt und jedes Menschen Herz erhellt, das gottentstammt!",174,Naturalismus,Naturalismus
2697,24268,"Henckell, Karl_Größte Sünden_1896","Henckell, Karl",Größte Sünden,1896,"Deines Lebens größte Sünden? Hemmen, Zaudern, Unterlassen. Tat will sich dem Sinn verbünden, Wesen soll sich nicht verpassen.",24,Jahrhundertwende,Naturalismus
2694,20000,"Müller-Jahnke, Clara_Deutsche Ostern_1882","Müller-Jahnke, Clara",Deutsche Ostern,1882,"Wieder weht ein Frühlingshauch rings aus Busch und Bäumen, und die wintermüde Welt liegt in Osterträumen; doch kein Auferstehungslied will die Mär uns deuten – durch die dumpfen Lüfte zieht Sterbeglockenläuten.Lastend wie Karfreitagsweh hängt die Wetterwolke tränenreich und blitzeschwer über unserm Volke. Was da sproßt im Sonnenschein, will ihr Zorn begraben – durch die deutsche Frühlingsflur flattern schwarze Raben.Sprengt kein Gott des Grabes Tor, uns vor Schmach zu retten? Deutschen Geistes Herrlichkeit schlagen sie in Ketten; Kerkermauern bauen sie uns zur Frühlingsfeier, und der Schönheit reines Bild decken Nonnenschleier.Pharisäerscharen, richten sie den freien Geist, wie vor tausend Jahren. Wieder soll der Scheite Qualm lichtumdüsternd steigen, und das Kreuz von Golgatha grüßt in ernstem Schweigen.Mörder des wie vor tausend Jahren wird es doch aus Grabeskluft siegreich aufwärts fahren? Nimmer hat Gewalt und Tod noch das Wort bezwungen, das vom Geist empfangen ist und aus Gott entsprungen.Laß, mein Volk, die Finsternis deinen Fuß nicht irren: einmal muß des Lichtes Pfeil durch die Wolke schwirren – und ein Auferstehungslied sollst du freudig singen, wenn im Osterglocken klingen!",193,Naturalismus,Naturalismus
2866,12507,"Wedekind, Frank_Der Symbolist_1891","Wedekind, Frank",Der Symbolist,1891,"Eine mondbestrahlte, blasse Hand Wand sich nachts aus seinen weißen Decken, Daß, gelähmt in stummem, starrem Schrecken, Er nur mühsam sich hinweg gewandt.Jene blasse, mondbestrahlte Hand Kehrte manchmal wieder – und im Weichen Schrieb sie sich in geisterhaften Zeichen In sein schreckensbleiches Nachtgewand.",50,Naturalismus,Naturalismus
2292,24240,"Henckell, Karl_Mensch und Partei_1896","Henckell, Karl",Mensch und Partei,1896,"Wuchs und Rasse spotten der Regel, Blut geht tiefer als Feldgeschrei: Edelleute und Herrgottsflegel Gibt es stets bei",20,Jahrhundertwende,Naturalismus
2027,46752,"Löns, Hermann_Die blaue Flamme_1890","Löns, Hermann",Die blaue Flamme,1890,"Im Bornbusch wohnt eine Nachtigall, Die singt im Jahr ein einziges Mal, Singt nur in einer Sommernacht, Und was sie singt, ist Leid und Qual.Die Bäume, die im Bornbusch stehn, Ihr Flüstern ist wie Todeswehn, Ihre Zweige kreischen gellend, Wenn nachts die Winde wehn.Die Blume, die im Bornbusch blüht, Das ist ein bitterböses Kraut; Ihre Blätter sind mit Blut besprengt, Ihre Blüten mit Gift und Galle getränkt Und mit kaltem Schweiß betaut.Der Bach, der aus dem Bornbusch quillt, Ist klar wie Glas und kalt wie Eis; Kein Fisch in seinen Fluten lebt, Kein Vogel an seinem Ufer schwebt, Sein Grund ist leichenlakenweiß.Der Weiher, in dem der Bach ertrinkt, Ist uferlos und ohne Grund; Blutrote Blumen ihn umblühn, Blutfäden seine Flut durchziehn, Es stöhnt bei Nacht sein Mund.An dem Bach steht ein Machangelbaum, Oben schwarz und unten grau; Da liegt die Otter und sammelt Gift, Da fällt nicht Regen noch Tau.Seine Zweige strecken wie Finger sich, Sein Stamm ist verrenkt und verdreht; Kein Vogel baut sein Nest hinein, Der Mensch, der dort vorübergeht, Dem fällt nur Trauriges ein.Im Bornbusch singt die Nachtigall Blutrotes heißes Herzeleid, Singt blasse kalte Todesangst Und graue Hoffnungslosigkeit.Der Himmel ist so tief und tot, Zwei Sterne stehen darin; Der eine ist rot wie Liebesglühn, Der andere ist wie Gift so grün, Er hat einen bösen Sinn.Glühwürmer schweben langsam hin, Wie Perlen aufgereiht; Sie schweben still und feierlich, Heben sich und senken sich, Vergehn in Dunkelheit.Ein Schimmel trabt von der Heide her, Der ist so weiß wie der Schnee; Sein Zaumzeug ist mit Gold benäht, Vom Halsbug purpurn Bandwerk weht, Der Sattel ist rot wie der Klee.Der Nachtigall Lied zerspringt wie Glas, Der Bäume Geflüster verhallt; Aus der Heide kommt ein hohler Ruf, Ist fern und nah, ist hier und da, Ist schwach und voller Gewalt.Er ist voll Angst und ist voll Stolz, Ist Leben und ist Tod, Es ist ein Ruf voll Mut und Lust Und ist ein Schrei der Not.Die Nebelfrauen schauern auf Und fallen tot in das Moos; Der Bornbusch schluchzt und trägt das Wort, Das die Heide rief, zu dem Weiher fort, Der öffnet den schwarzen Schoß.Eine Flamme schlägt daraus hervor, So kalt und blaß und blau; Sie dreht und wiegt und windet sich, Und flackert wild und feierlich; Unter ihr gefriert der Tau.Es glimmt kein Halm, es glüht kein Holz, Wo die blaue Flamme geht, Es kohlt kein Moos, es schwelt kein Gras, Wo die taube Flamme steht.Die blaue Flamme tanzt und springt, Die Flamme lacht und singt; Aus der Heide kommt ein ferner Ruf, Der wie ein Stöhnen klingt.Er ist wie eines Helden Schrei, Den arge List verdarb, Er ist wie eines Mannes Fluch, Der an falscher Liebe starb.An tauber, kalter Liebe starb, An der sein Herz zerfror, Der Weg und Steg und Ziel vergaß Und sich im Sumpf verlor.Ein Hornruf hallt vom Bornbusch her, Ein Hund voll Freuden bellt, Der Schimmel in die Kniee sinkt, Den Hals er gebogen hält.Es klirrt wie Brückenkettenklang, Eine eiserne Pforte kracht, Es schallt ein goldner Jubelruf, Eine silberne Stimme lacht.Es weht wie weißes Schleiertuch, Es wallt und weht und winkt; Der Schimmel auf die Brücke tritt, Die Brücke klirrt und klingt.Die blaue Flamme tanzt und springt, Sie tanzt wohl her und hin; Sie lacht mit ihrem roten Mund, Ihre Arme sind so weiß und rund, Ihre Haare sind wie blankes Gold, Ihre Augen leuchten wunderhold; Grüne Punkte sind darin.Der rote Stern vom Himmel fällt, Grün lacht es hinter ihm her; Der Stern, so rot wie Liebesglühn, Zerspringt und ist nicht mehr.Die blaue Flamme tanzt heran; Es lacht ihr roter Mund, Es glüht ihr langes, goldnes Haar, Es blitzt und blinkt ihr Augenpaar, Ihre Arme sind weiß und rund.Ein schwarzes Schweigen schwebt herab, Es klirrt ein heller Schrei; Ein Stöhnen webt, ein Schluchzen bebt, Es bricht ein Herz entzwei.Vom Bornbusch kommt ein weher Ruf, Ein Ruf aus Angst und Not, Am Himmel lacht der grüne Stern, Der rote Stern ist tot.Vom Morgen weht ein harter Wind, Die blaue Flamme verlischt, Der schwarze Weiher seufzt und stöhnt, Ein kaltes Herz zerzischt.Im fernen Dorfe kräht der Hahn, Ein heller Schein erglüht; Am Himmel lacht der grüne Stern, Bis daß sein Licht zersprüht.Die Sonne auf dem Walde steht, Die Luft wird lind und lau: Es blitzt in dem Machangelbusch Wie Spinnegewebe im Tau.Die Spinne webt dort nie ihr Netz, Der Tau fällt nie dahin; Es ist ein Stück vom Schleiertuch Der armen Herzogin.",848,Naturalismus,Naturalismus
2087,24257,"Henckell, Karl_Unbekümmert_1896","Henckell, Karl",Unbekümmert,1896,"Kein Gott, kein Teufel schützt auf Erden Dich vor dem Mißverstandenwerden. Drum schau nicht ängstlich umher im Kreis Und schmiede dein Eisen, so lange es heiß!",30,Jahrhundertwende,Naturalismus
2953,46549,"Löns, Hermann_Den Alltagsmenschen_1890","Löns, Hermann",Den Alltagsmenschen,1890,"Ihr, denen der Zufall die Krankheit versagt, Die göttlich Genie man benennt, Laßt fahren die Trauer und seid nicht verzagt, Ihr ahnet ja nicht, wie das brennt, Lebt ruhig nur fort in dem engen Gebiet, Mit euch und dem Herrgott in Frieden, Und preist euch glücklich, daß eurem Gemüt Kein stürmendes Ringen beschieden.O könntet ins Herz jenen Männern ihr schaun, Ihr pralltet erschrocken zurück: Bleichzuckende Flammen und nebliges Graun, Doch nimmer und nimmer Glück; Kaum einem noch wurde vom Zufall beschert Genie und zufriedenes Leben, Den meisten hat Leben und Lieben zerstört Das Ringen und Kämpfen und Streben.Kein Frieden bei Tage, kein Frieden bei Nacht, Im Fieber von Abend bis Früh – Das Los jeder Stirn, der in höllischer Pracht Den Kainsstempel gab das Genie, Ein Hungern nach Ruhe, ein Dursten nach Glück, Nach Schatten, die ewig verschwinden, Sie suchen und suchen mit trostlosem Blick Und glauben doch selbst nicht ans Finden.Und schließlich, wenn alles verbrannt und verglüht, Und jeglich Idol ist zernagt, Wenn öde die Seele und kahl das Gemüt, Verzweiflung die Elenden plagt – Die Träume zerplatzen, ins Weite sich schwingt Des Glückes verblaßte Erscheinung, Und höhnisch im herzlosen Herzen nur klingt Das schneidende Lied der Verneinung.",228,Naturalismus,Naturalismus
2226,46616,"Löns, Hermann_Der Theologe_1890","Löns, Hermann",Der Theologe,1890,"Wir saßen stets auf einer Bank zusammen, Und schrieben treulich voneinander ab, Gleichzeitig sengten uns die Liebesflammen, Gleichzeitig sank der Liebestraum ins Grab; Wir teilten Bude, Geld und Taschentücher Und logen füreinander in der Not, Wenn uns für Kneiperei und Ketzerbücher Der Karzer oder das Konsil gedroht – Stets ha ich deinen stolzen Geist verehrt, Auch heut noch bist du mir bewundernswert.»Gymnasium, du Seelenfolterzelle!« So fluchtest du. »Nur noch ein halbes Jahr, Dann schäumt um mich die bunte Lebenswelle, Kühn tret ich an der Freiheit Hochaltar, Und jauchzend werf ich in das Freudenfeuer Die Kette der erzwungnen Heuchelei, Dann fest gepackt des Lebenskahnes Steuer, Das Segel los, und frei bin ich, bin frei!« – Begeistert ha ich oft dir zugehört, Auch heut noch bist du mir bewundernswert.Wie bleich warst du, wie knirschten deine Zähne, Wenn vor den Beichtstuhl uns der Schulzwang stieß, Wie schwoll am Hals dir Aderstrang und Sehne, Wenn dich der Lehrer Lump und Lümmel hieß – Die Kette riß, es kam die Freiheitsstunde, Du sangst das Hohelied vom Mannesruhm, Und feurig sprachst du in der Freunde Runde Von Wahrheit, Licht und freiem Menschentum – Begeistert habe ich dir zugehört, Auch heut noch bist du mir bewundernswert.Und gestern hast du dein Primiz gelesen, Woher kam dir so plötzlich der Beruf? Kein Paulusruf von oben ists gewesen, Der aus dem Spötter einen Priester schuf; Dein Ohm ist Bischof – eine fette Pfründe, Die Arbeitsscheu und freies Studium, Dafür vergißt man Kampf mit Lug und Sünde Und lächelt über freies Menschentum Wie hab' ich deinen freien Geist verehrt, Auch heut noch bist du mir bewundernswert.",311,Naturalismus,Naturalismus
2533,14468,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Das helle Ufer schimmert feucht Vom Schaum der Welle, die entwich. In silbern flirrendem Geleucht Verliert sich fern sein letzter Strich.Die Segelboote fliegen aus – Von Mitternacht, von Norden her Kommt eine Woge hoch und kraus: Geliebtes Meer, geliebtes Meer!",46,Naturalismus,Naturalismus
2805,73511,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Die Sonne leiht dem Schnee das Prachtgeschmeide, Doch ach! wie kurz ist Schein und Licht. Ein Nebel tropft, und traurig zieht im Leide Die Landschaft ihren Schleier dicht.Bis auf den schwarzen Schlammgrund sind gefroren Die Wasserlöcher und der See. Zuweilen geht ein Wimmern, wie verloren, Dann stirbt im toten Wald ein Reh.Die Sonne leiht dem Schnee das Prachtgeschmeide, Doch ach! wie kurz ist Schein und Licht. Ein Nebel tropft, und traurig zieht im Leide Die Landschaft ihren Schleier dicht.",91,Naturalismus,Naturalismus
2371,73528,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Setz’ in des Wagens Finsterniß  Getrost den Atlasschuh. Die Füchse schäumen ins Gebiß, Und nun, Johann, fahr’ zu.Die Nacht versinkt in Sumpf und Moor, Ein erster roter Streif. Der Kiebitz schüttelt sich im Rohr Aus Schopf und Pelz den Reif.Die Sichel klingt vom Wiesengrund, Der Tauber gurrt und lacht, Am Rade kläfft der Bauernhund, All’ Leben ist erwacht.",84,Naturalismus,Naturalismus
2985,28894,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,"Hopp! Hopp! Hopp! Mein süßes Pferdchen! Hopp! Hopp! Hopp! Wo willst du hin?Über jene hohe Mauer? Ach, was kam dir in den Sinn?Hopp! Hopp! Hopp! Mein süßes Pferdchen! Hopp! Hopp! Hopp! Wo willst – Du – hin?",58,Naturalismus,Naturalismus
2657,70497,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Der Regen tropft, der Nebel spinnt ... O, daß die Märchen immer lügen, Die Märchen, die die Jugend sinnt! Wie lieblich hat sich einst getrunken Der Hoffnung goldner Feuerwein! Und jetzt? Erbarmungslos versunken In dieses Elend der Spelunken — O Sonnenschein! O Sonnenschein!Der Regen tropft, der Nebel spinnt ... O, daß die Märchen immer lügen, Die Märchen, die die Jugend sinnt! Wie lieblich hat sich einst getrunken Der Hoffnung goldner Feuerwein! Und jetzt? Erbarmungslos versunken In dieses Elend der Spelunken — O Sonnenschein! O Sonnenschein!",104,Naturalismus,Naturalismus
2872,24131,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Aus dunklen Tiefen Tagempor, Sonnenhungrig, Ringt ein Riese. Seine Schläfen triefen Von Schweiß. Mühsalheiß Durchs Trümmertor, Quadernwälzend, Schicksaltrotzig bricht er sich Bahn. Ehern die Stirn, Muskeln von Stahl, In seinen Adern kreisen Der Menschheit Sehnsucht und Qual. Aus seinen Augen zucken Unlöschliche Strahlen des Lichts, Und ob sie mit goldenen Händen Ihn niederdrücken und schänden, Der Riese läßt sich nicht ducken Und wächst mit gewaltigen Rucken Aus dem verachteten Nichts.",83,Jahrhundertwende,Naturalismus
2227,24134,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"»Was ruft uns empor Aus verdämmernden Tiefen, Was löst uns die Ketten Und hebt uns zum Licht? Wir sind die Betrognen, Die tausend Jahr schliefen, Kein Gott kann uns retten Mit fremdem Gericht.Geklammert am Kreuz Wir harrten auf Drüben, Hochmütig vom Wahne Genarrt und geduckt ... Blind tappte das Leben Im Dumpfen und Trüben – Gleich Blitz und Orkane Jetzt reißt es und zuckt.Die Sehnsucht schwoll, Es durchbrausen die Schwingen Der kühnen Gedanken Unhemmbar die Welt. Wir müssen die Freiheit Der Geister erringen, Gesprengt sind die Schranken – Auf uns ist's gestellt.«",103,Jahrhundertwende,Naturalismus
2884,46544,"Löns, Hermann_Zigeunerlied_1890","Löns, Hermann",Zigeunerlied,1890,"Die Lisa eine Hexe war, Das wußten alle Leute, Als Kätzchen ging sie gestern um, Als Käuzchen flog sie heute.Doch endlich hat man sie gefaßt Im Wald beim Wurzelsuchen Und schleppte sie zum Galgenberg Trotz Wehgeheul und Fluchen.Doch als sie auf dem Holzstoß war, Da sprach sie zu mir leise: »Hol' mir die alte Fiedel her, Zu spielen letzte Weise.«Als ich ihr dann die Geige gab, Begann ein schrilles Tönen, Und Klänge wild, gespensterhaft Entlockte sie den Sehnen.Daß alles Volk im Kreise rings Verfiel dem Zauberreigen, Und immer toller noch begann Die Alte da zu geigen.Bis lang und kurz und jung und alt Vor wildem Taumel trunken – Da warf sie mir die Fiedel hin, Verschwand als wie versunken.Als ich das alte Geigenholz Nun an mich hatt' genommen, Hat eine wilde Wanderlust Mich stürmisch überkommen.Wohl durch das ganze Ungarland Begann ich froh zu wandern, Von Agram bis nach Debrezcin Von einem Nest zum andern.Wo immer meine Fiedel klingt, Muß Schmerz und Trauer schwinden, Sie fliehn vor meinem Zauberspiel, Wie Flugsand vor den Winden.Drei Saiten hat die Fiedel nur, Die halten wohl noch lange, Und jeden fasset wilde Lust Bei ihrem tollen Klange.Doch wenn die letzte Sehne reißt, Muß sich mein Wandern enden, Dann ruh ich unterm Rasen aus, Die Fiedel in den Händen.",240,Naturalismus,Naturalismus
2205,14455,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Aus ihrer Nacht verlangen wohl die Seelen Im Licht der Welt einander zu begegnen. Und suchend wagen sie sich zu entlegnen Pfadlosen Wolkenhöhn hinan und wählen.Aber verwirrt und sonnentrunken fehlen Und straucheln sie auf den unsichern Steigen Und müssen sich verhüllt hinunterstehlen Und müssen ihre bange Flucht verschweigen.Nur wenn ein Stern sich annimmt der Verwegnen, Dann dürfen sie dort oben sich vermählen, Und sich von ihrem Sehnsuchtsflug erzählen Und ihren Stern mit stummen Zeichen segnen.",79,Naturalismus,Naturalismus
2284,14453,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Lieber kein Glück. Nur lauter sein. Nur keinen Schritt abseits vom Recht. Nur keine Schuld, lieber kein Glück. O Gott, ich stürbe, würd' ich schlecht!",34,Naturalismus,Naturalismus
2505,23895,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Einst, als mein Herz an Schätzen leer, In Lüfte griffen meine Hände, Und Banner trug ich vor mir her, Die schwang ich, daß ich Ruhe fände ... Nun brauch' ich keine Banner mehr.In mir nun trag' ich mein Symbol, Mein Herz ward selbst mir Ziel und Zeichen, Der Prunk der Losung dünkt mir hohl, In meinen Welten ward mir wohl ... Laßt mich in meinen stillen Reichen!",78,Jahrhundertwende,Naturalismus
2050,36799,"Holz, Arno_UNTITLED_1896","Holz, Arno",UNTITLED,1896,Der flekkichte Oktober hat alles bundt vermahlt/ mit Öpffeln auß Zinober die reiffe schon schallt durch Pusch und SträucheIn solchen süssen Tagen/ Hertz-werthe Brüder ihr/ füllt man sich biß zum Kragen die Haut voll Malvasir. Das Mässergen kricht Scharten und fast geht man entzwey bey Schweinernem mit Schwarten/ bei Stokk-Fisch und Salbey.Mirtyllgen/ süsse Taube/ kom/ däkke uns den Disch in dihser Purpur-Laube/ noch sind wir jung und frisch. Noch krächtzen nicht die Raben/ wormit noch kräfftgen uns die Gaben/ die unskein Finger dhut uns weh bey schön beräuchten Schincken/ darzu waß Späkk-Gelee. Fast mehr alß erfreun itzt unsern Sinn mit ihren Grübgens drin!Wir lassen nichts verderben/ wir geben kein Qwartir und frölig müssen sterben drey Gläsgens oder vier. Und brommts uns gleich im Köpffgen/ daß ist uns einerley/ nur bitte ja kein Tröpffgen Maul-ab und neben-bey!Moseller und Veltliner/ zu allem jauchtz ich Ja/ Rosazer/ Marziminer/ Tokay und Mallaga. Nur blohß kein Knikke-Peter/ wenn alle zu würd ich wie paßlich seyn!Bald ist itzt wohl gelitten die göldne Märtens-Gantz/ Oliwckens/ Kappern/ Qwitten stopfft man ihr untern Schwantz. For Wilt-Prätt und Basteten ist dan die rächte Zeit – laßt andre knien und beten/ ich,203,Jahrhundertwende,Naturalismus
2040,24263,"Henckell, Karl_Jahresringe_1896","Henckell, Karl",Jahresringe,1896,"Baum, wachse und sei guter Dinge! Und macht dir der Frost mal Beschwerden, Ein Glück, daß die Jahresringe Zum Panzer des Markes werden.",28,Jahrhundertwende,Naturalismus
2960,24110,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Ein weißer Spitzenschleier. Ein schwarzer Schwalbenfrack. Fabrikbesitzer Meyer Und »Jungfrau« Siegellack.Gesang und Orgeltöne, Goldprunkender Altar. Mehr oder weniger schöne Brautjungfern hinterm Paar.Der würdige Schwarzrock predigt, Er predigt lind und lau, Der Heilsakt wird erledigt, Herr Meyer hat 'ne Frau.Von Siegelläckchens Lippen Ätherisch zittert's: »Ja!« Dann muß sie Medoc nippen, Sie ist der Ohnmacht nah.Sie stehen auf vom Kissen Und reichen sich den Arm, Kirchtüren aufgerissen, Formiert der Hochzeitsschwarm.Die nassen Taschentücher Sind wieder beigesteckt; Der Mann der Gottesbücher Spitzt sich den Mund auf Sekt.Brautmarsch von Wagner. Paarig Hinaus und ins Kupee. Ein Dichter lockenhaarig Schleicht seitwärts seelenweh.Er hat »Sie« angedichtet, Er hat »Sie« angetönt, Sein Glauben ist vernichtet, Sein Ideal verhöhnt.»Wir wollen Freunde bleiben« – Da steht's mit Veilchenduft – »Jedoch uns nicht mehr schreiben, Man lebt nicht von der Luft.«O weißer Spitzenschleier! O schwarzer Schwalbenfrack! Frau Fabrikantin Meyer, Geborne Siegellack.",179,Jahrhundertwende,Naturalismus
2929,46703,"Löns, Hermann_Schwefelgelbe Blitze ..._1890","Löns, Hermann",Schwefelgelbe Blitze ...,1890,"Schwefelgelbe Blitze fahren Durch die blaue Sommernacht, Knirschend sich die Buchen biegen Und es stöhnt und pfeift und kracht.Und es kracht und knirscht und donnert Und die stärkste Buche liegt Mit den Wurzeln ausgerissen Vor mir wettersturmbesiegt.Wie ein Wetter war die Stunde, Die mich brausend überwand, Als ich ohne Kraft und Willen Mich zu deinen Füßen fand.",61,Naturalismus,Naturalismus
2060,46734,"Löns, Hermann_Ein Lied zum Weine_1890","Löns, Hermann",Ein Lied zum Weine,1890,"Es schlägt ein fremder Fink im Land, Radibimmel, radibammel, radibumm, Die Luft die riecht wie angebrannt, Der Tilly, der zieht um; Es klingt so fein, radibimmbummbamm Die Pfeife und die Trumm.Die Rose blüht, der Dorn der sticht, Das steht in jedem Krug, Wer gleich bezahlt, vergißt es nicht, Des Zögerns ist genug; Die Lutherschen die müssen dran Mit Haus und Hof, mit Maus und Mann, Denselben gilt der Zug.Der Wind der weht, der Hahn der kräht, Die rote Flamme loht, Der Tod uns treu zur Seite steht, Und auch die schwere Not; Ein falsches Wort geht um im Land, So mancher, welcher zu ihm stand, Den fraß der bitt're Tod.Der Tilly ist von Leibe klein, Sein Schwert ist meilenlang, Und wenn es blitzt, dann schlägt es ein, Dann setzt es Brand und Stank; Hinunter muß die Lügenbrut, Was einer gegen diese tut, Der Herrgott weiß ihm Dank.Das Liedlein ist zu End' gebracht, Und der's gesungen hat, Der hat der Beute viel gemacht Und trank an Wein sich satt; Er nennt sich Tönnes Tielemann Und steckte dreißig Dörfer an, Des wurde er nicht matt.",222,Naturalismus,Naturalismus
2073,46670,"Löns, Hermann_Scharf pfeift der Wind ..._1890","Löns, Hermann",Scharf pfeift der Wind ...,1890,"Scharf pfeift der Wind am Holzrand her, Wir gehen fest umschlungen, Leer ist der Wald, der letzte Ton Der Abendglocke verklungen.Zu schwarzen Massen ballen sich Der Eichen kahle Zweige, Der Waldkauz ruft so dumpf und hohl, Der Tag geht auf die Neige.Wir lachen in die Finsternis Und gehen auf schwarzen Wegen Mit frohen Augen leichten Schritts Dem Morgenrot entgegen.",65,Naturalismus,Naturalismus
2538,46558,"Löns, Hermann_UNTITLED_1890","Löns, Hermann",UNTITLED,1890,"Ach, wenn es doch ein Traum gewesen wäre, Hätt ich Ich fühlte nicht so tief des Herzens Leere Und lauschte nicht verschollenem Gesang; Ein schöner Traum ist bald vergessen – Man denkt nur selten noch an ihn zurück, Und das verwaiste Herz zerfressen Nicht stumme Seufzer um begrabnes Glück, Das Bild verblaßt, zerstiebt wie Meeresschaum, O, warum träumt ich auch nicht diesen Traum.Die Sonne sinkt, vergoldend Rügens Höhen, Wie Purpur glänzt des Boddens düstre Bucht, Im leisen Windhauch zu uns nieder wehen Der Möwe Laute, die ihr Sandbett sucht, Weither des Leuchtschiffs Lampe flimmert, Noch einmal pfeift der Dampfer grell und schrill, In dem zerfallnen Kloster wimmert Das Käuzchen – dann ist alles stumm und still, Da saßen wir, dicht an des Meeres Saum, So ruhig, stillzufrieden, wie im Traum.Und später, als die Stunde längst entflogen, Da stand ich wieder dort, es scholl der Schrei Der Möwe gellend über schwarze Wogen, Der Nordwind fauchte grimme Melodei; Mit trocknem, starrem Auge schaute Ich trostlos auf das krampfdurchzuckte Meer, Kein warmer Hoffnungsschimmer graute In dem vereisten, öden Herzen mehr, Und um den Ort, wo ich geträumt den Traum, Da spritzte geifriggelber Wellenschaum.Wie oft hab ich gewünscht in frühren Tagen: Was ich geträumt, o wäre es doch wahr! Ich wollte mir das volle Glück erjagen, Wie es im Traum mir wurde offenbar; Und jetzt, – o hätt ich nie empfunden Dies schnellzerplatzte, traumgleich kurze Glück, Ich dächte nicht in düstern Stunden So oft an jenen Abend noch zurück, Ich gäbe jetzt den Klagen keinen Raum Um eine Stunde Glück, um einen Traum.",301,Naturalismus,Naturalismus
2989,23998,"Henckell, Karl_Lebensschale_1896","Henckell, Karl",Lebensschale,1896,"So magst du unerschüttert schweben Und reichgefüllt im Gleichmaß ruhn, Du Schale, die mir Gott gegeben, All Lust und Last hineinzutun.Wild schwanktest du im Ungewissen, Hast dich zum Abgrund jäh geneigt – Nun sei in Licht und Finsternissen, Die nimmer stürzt noch schwindelnd steigt!",50,Jahrhundertwende,Naturalismus
